Date, Num Users
2020-12-31,19006
2021-01-01,19024
2021-01-02,19036
2021-01-03,19040
2021-01-04,19058
2021-01-05,19075
2021-01-06,19094
2021-01-07,19102
2021-01-08,19111
2021-01-09,19119
2021-01-10,19141
2021-01-11,19147
2021-01-12,19157
2021-01-13,19172
2021-01-14,19185
2021-01-15,19083
2021-01-16,19101
2021-01-17,19113
2021-01-18,19128
2021-01-19,19144
2021-01-20,19159
2021-01-21,19180
2021-01-22,19194
2021-01-23,19094
2021-01-24,19104
2021-01-25,18921
2021-01-26,18921
2021-01-27,18946
2021-01-28,18958
2021-01-29,18969
2021-01-30,18980
2021-01-31,18991
2021-02-01,19006
2021-02-02,18941
2021-02-03,18980
2021-02-04,19002
2021-02-05,18911
2021-02-06,18051
2021-02-07,17959
2021-02-08,17975
2021-02-09,17991
2021-02-10,17999
2021-02-11,18017
2021-02-12,18131
2021-02-13,18144
2021-02-14,18143
2021-02-15,18152
2021-02-16,18169
2021-02-17,18181
2021-02-18,18201
2021-02-19,18210
2021-02-20,18218
2021-02-21,18226
2021-02-22,18235
2021-02-23,18153
2021-02-24,18171
2021-02-25,18182
2021-02-26,18205
2021-02-27,18219
2021-02-28,18227
2021-03-01,18238
2021-03-02,18376
2021-03-03,18389
2021-03-04,18277
2021-03-05,18208
2021-03-06,18214
2021-03-07,18228
2021-03-08,18240
2021-03-09,18254
2021-03-10,18270
2021-03-11,18286
2021-03-12,18384
2021-03-13,18393
2021-03-14,18407
2021-03-15,18417
2021-03-16,18516
2021-03-17,18529
2021-03-18,18544
2021-03-19,18554
2021-03-20,18563
2021-03-21,18570
2021-03-22,18578
2021-03-23,18585
2021-03-24,18600
2021-03-25,18617
2021-03-26,18628
2021-03-27,18641
2021-03-28,18644
2021-03-29,18654
2021-03-30,18663
2021-03-31,18674
2021-04-01,18685
2021-04-02,18696
2021-04-03,18600
2021-04-04,18607
2021-04-05,18620
2021-04-06,18637
2021-04-07,18658
2021-04-08,18664
2021-04-09,18677
2021-04-10,18690
2021-04-11,18707
2021-04-12,18715
2021-04-13,18452
2021-04-14,18375
2021-04-15,18392
2021-04-16,18316
2021-04-17,18324
2021-04-18,18333
2021-04-19,18343
2021-04-20,18356
2021-04-21,18368
2021-04-22,18381
2021-04-23,18296
2021-04-24,18309
2021-04-25,18417
2021-04-26,18434
2021-04-27,18445
2021-04-28,18552
2021-04-29,18563
2021-04-30,18570
2021-05-01,18580
2021-05-02,18587
2021-05-03,18592
2021-05-04,18598
2021-05-05,18620
2021-05-06,18632
2021-05-07,18636
2021-05-08,18640
2021-05-09,18647
2021-05-10,18663
2021-05-11,18583
2021-05-12,18688
2021-05-13,18691
2021-05-14,18705
2021-05-15,18719
2021-05-16,18729
2021-05-17,18735
2021-05-18,18751
2021-05-19,18769
2021-05-20,18789
2021-05-21,18800
2021-05-22,18812
2021-05-23,18822
2021-05-24,18831
2021-05-25,18843
2021-05-26,18853
2021-05-27,18975
2021-05-28,18984
2021-05-29,18999
2021-05-30,19011
2021-05-31,19015
2021-06-01,19022
2021-06-02,19035
2021-06-03,19042
2021-06-04,19048
2021-06-05,19054
2021-06-06,19062
2021-06-07,19077
2021-06-08,19091
2021-06-09,19108
2021-06-10,19113
2021-06-11,19132
2021-06-12,19148
2021-06-13,19154
2021-06-14,19164
2021-06-15,19177
2021-06-16,19190
2021-06-17,19208
2021-06-18,19225
2021-06-19,19233
2021-06-20,19350
2021-06-21,19364
2021-06-22,19389
2021-06-23,19398
2021-06-24,19414
2021-06-25,19419
2021-06-26,19424
2021-06-27,19426
2021-06-28,19443
2021-06-29,19453
2021-06-30,19473
2021-07-01,19397
2021-07-02,19397
2021-07-03,19405
2021-07-04,19420
2021-07-05,19330
2021-07-06,19338
2021-07-07,19357
2021-07-08,19375
2021-07-09,19390
2021-07-10,19513
2021-07-11,19522
2021-07-12,19437
2021-07-13,19458
2021-07-14,19488
2021-07-15,19483
2021-07-16,19407
2021-07-17,19417
2021-07-18,19419
2021-07-19,19429
2021-07-20,19336
2021-07-21,19350
2021-07-22,19365
2021-07-23,19369
2021-07-24,19378
2021-07-25,19386
2021-07-26,19396
2021-07-27,19415
2021-07-28,19255
2021-07-29,19362
2021-07-30,19382
2021-07-31,19380
2021-08-01,19387
2021-08-02,19304
2021-08-03,19318
2021-08-04,19236
2021-08-05,19248
2021-08-06,19256
2021-08-07,19263
2021-08-08,19275
2021-08-09,19285
2021-08-10,19302
2021-08-11,19312
2021-08-12,19321
2021-08-13,19348
2021-08-14,19364
2021-08-15,19376
2021-08-16,19389
2021-08-17,18305
2021-08-18,19514
2021-08-19,19537
2021-08-20,19553
2021-08-21,19563
2021-08-22,19575
2021-08-23,19578
2021-08-24,19600
2021-08-25,19621
2021-08-26,19637
2021-08-27,19650
2021-08-28,19569
2021-08-29,19581
2021-08-30,19591
2021-08-31,19606
2021-09-01,19610
2021-09-02,19619
2021-09-03,19636
2021-09-04,19642
2021-09-05,19646
2021-09-06,19561
2021-09-07,19579
2021-09-08,19679
2021-09-09,19690
2021-09-10,19710
2021-09-11,19623
2021-09-12,19640
2021-09-13,19655
2021-09-14,19668
2021-09-15,19684
2021-09-16,19720
2021-09-17,19735
2021-09-18,19751
2021-09-19,19736
2021-09-20,19752
2021-09-21,19764
2021-09-22,19774
2021-09-23,19792
2021-09-24,19707
2021-09-25,19720
2021-09-26,19736
2021-09-27,19726
2021-09-28,19744
2021-09-29,19667
2021-09-30,19684
2021-10-01,19693
2021-10-02,19698
2021-10-03,19705
2021-10-04,19716
2021-10-05,19637
2021-10-06,19735
2021-10-07,19755
2021-10-08,19770
2021-10-09,19778
2021-10-10,19784
2021-10-11,19798
2021-10-12,19816
2021-10-13,19838
2021-10-14,19854
2021-10-15,19844
2021-10-16,19851
2021-10-17,19864
2021-10-18,19884
2021-10-19,19896
2021-10-20,19905
2021-10-21,19931
2021-10-22,19941
2021-10-23,19944
2021-10-24,19957
2021-10-25,19964
2021-10-26,19977
2021-10-27,19991
2021-10-28,20002
2021-10-29,20014
2021-10-30,20028
2021-10-31,20040
2021-11-01,20055
2021-11-02,20065
2021-11-03,20079
2021-11-04,20099
2021-11-05,20108
2021-11-06,20121
2021-11-07,20127
2021-11-08,20140
2021-11-09,20150
2021-11-10,20166
2021-11-11,20078
2021-11-12,20083
2021-11-13,20192
2021-11-14,20203
2021-11-15,20206
2021-11-16,20221
2021-11-17,20234
2021-11-18,20249
2021-11-19,20267
2021-11-20,20275
2021-11-21,20289
2021-11-22,20299
2021-11-23,20316
2021-11-24,20326
2021-11-25,20334
2021-11-26,20351
2021-11-27,20362
2021-11-28,20374
2021-11-29,20387
2021-11-30,20404
2021-12-01,20418
2021-12-02,20438
2021-12-03,20446
2021-12-04,20459
2021-12-05,20473
2021-12-06,20480
2021-12-07,20483
2021-12-08,20499
2021-12-09,20513
2021-12-10,20528
2021-12-11,20536
2021-12-12,20549
2021-12-13,20560
2021-12-14,20572
2021-12-15,20491
2021-12-16,20505
2021-12-17,20526
2021-12-18,20535
2021-12-19,20547
2021-12-20,20556
2021-12-21,20565
2021-12-22,20585
2021-12-23,20598
2021-12-24,20613
2021-12-25,20627
2021-12-26,20643
2021-12-27,20647
2021-12-28,20660
2021-12-29,20671
2021-12-30,20678
2021-12-31,20697
2022-01-01,20711
2022-01-02,20718
2022-01-03,20738
2022-01-04,20751
2022-01-05,20655
2022-01-06,20670
2022-01-07,20690
2022-01-08,20702
2022-01-09,20718
2022-01-10,20737
2022-01-11,20758
2022-01-12,20771
2022-01-13,20780
2022-01-14,20791
2022-01-15,20798
2022-01-16,20808
2022-01-17,20828
2022-01-18,20836
2022-01-19,20845
2022-01-20,20855
2022-01-21,20864
2022-01-22,20874
2022-01-23,20878
2022-01-24,20891
2022-01-25,20904
2022-01-26,20925
2022-01-27,20948
2022-01-28,20958
2022-01-29,20970
2022-01-30,20965
2022-01-31,20973
2022-02-01,20999
2022-02-02,21011
2022-02-03,21019
2022-02-04,21039
2022-02-05,21062
2022-02-06,21075
2022-02-07,21097
2022-02-08,21118
2022-02-09,21143
2022-02-10,21167
2022-02-11,21183
2022-02-12,21203
2022-02-13,21207
2022-02-14,21218
2022-02-15,21228
2022-02-16,21228
2022-02-17,21240
2022-02-18,21257
2022-02-19,21270
2022-02-20,21395
2022-02-21,21408
2022-02-22,21417
2022-02-23,21437
2022-02-24,21461
2022-02-25,21482
2022-02-26,21493
2022-02-27,21505
2022-02-28,21514
2022-03-01,21529
2022-03-02,21546
2022-03-03,21559
2022-03-04,21564
2022-03-05,21575
2022-03-06,21585
2022-03-07,21600
2022-03-08,21610
2022-03-09,21620
2022-03-10,21643
2022-03-11,21558
2022-03-12,21581
2022-03-13,21596
2022-03-14,21603
2022-03-15,21618
2022-03-16,21633
2022-03-17,21647
2022-03-18,21661
2022-03-19,21675
2022-03-20,21690
2022-03-21,21602
2022-03-22,21627
2022-03-23,21542
2022-03-24,21563
2022-03-25,21551
2022-03-26,21267
2022-03-27,21277
2022-03-28,21282
2022-03-29,21297
2022-03-30,21317
2022-03-31,21338
2022-04-01,21353
2022-04-02,21369
2022-04-03,21388
2022-04-04,21403
2022-04-05,21376
2022-04-06,21499
2022-04-07,21516
2022-04-08,21534
2022-04-09,21542
2022-04-10,21557
2022-04-11,21572
2022-04-12,21588
2022-04-13,21604
2022-04-14,21619
2022-04-15,21626
2022-04-16,21638
2022-04-17,21652
2022-04-18,21663
2022-04-19,21791
2022-04-20,21809
2022-04-21,21828
2022-04-22,21831
2022-04-23,21849
2022-04-24,21858
2022-04-25,21867
2022-04-26,21867
2022-04-27,21882
2022-04-28,21904
2022-04-29,21919
2022-04-30,21929
2022-05-01,21935
2022-05-02,21949
2022-05-03,22060
2022-05-04,22076
2022-05-05,22094
2022-05-06,22111
2022-05-07,22016
2022-05-08,22029
2022-05-09,22042
2022-05-10,22062
2022-05-11,21979
2022-05-12,21991
2022-05-13,21999
2022-05-14,22003
2022-05-15,22010
2022-05-16,22014
2022-05-17,22026
2022-05-18,22042
2022-05-19,22061
2022-05-20,22068
2022-05-21,22090
2022-05-22,22105
2022-05-23,22116
2022-05-24,22127
2022-05-25,22142
2022-05-26,22271
2022-05-27,22287
2022-05-28,22304
2022-05-29,22319
2022-05-30,22337
2022-05-31,22359
2022-06-01,22373
2022-06-02,22392
2022-06-03,22394
2022-06-04,22406
2022-06-05,22428
2022-06-06,22434
2022-06-07,22444
2022-06-08,22455
2022-06-09,22453
2022-06-10,22469
