Date,Stars
2024-01-03,496
2024-01-04,496
2024-01-05,496
2024-01-06,496
2024-01-07,496
2024-01-08,496
2024-01-09,496
2024-01-10,496
2024-01-11,496
2024-01-12,496
2024-01-13,495
2024-01-14,495
2024-01-15,495
2024-01-16,495
2024-01-17,495
2024-01-18,495
2024-01-19,495
2024-01-20,495
2024-01-21,495
2024-01-22,495
2024-01-23,495
2024-01-24,495
2024-01-25,495
2024-01-26,495
2024-01-27,495
2024-01-28,495
2024-01-29,495
2024-01-30,495
2024-01-31,495
2024-02-01,495
2024-02-02,495
2024-02-03,495
2024-02-04,495
2024-02-05,495
2024-02-06,495
2024-02-07,495
2024-02-08,495
2024-02-09,495
2024-02-10,495
2024-02-11,496
2024-02-12,496
2024-02-13,496
2024-02-14,496
2024-02-15,496
2024-02-16,496
2024-02-17,496
2024-02-18,496
2024-02-19,496
2024-02-20,496
2024-02-21,496
2024-02-22,496
2024-02-23,496
2024-02-24,496
2024-02-25,496
